링크,작가,내용,타이틀,할인율,할인된 가격,원본 가격,카테고리,이미지 URL,이미지 파일명
https://product.kyobobook.co.kr/detail/S000001632467,양귀자,"양귀자 소설의 힘을 보여준 베스트셀러 『모순』. 1998년에 초판이 출간된 이후 132쇄를 찍으며 여전히 많은 사랑을 받고 있는 작품을, 오래도록 소장할 수 있는 양장본으로 새롭게 선보인다. 스물다섯 살 미혼여성 안진진을 통해 모순으로 가득한 우리의 인생을 들여다본다. 작가 특유의 섬세한 문장들로 여러 인물들의 삶을 생생하게 그려내고 있다. 시장에서 내복을 팔고 있는 억척스런 어머니와 행방불명 상태로 떠돌다 가끔씩 귀가하는 아버지, 조폭의 보스가 인생의 꿈인 남동생을 가족으로 둔 안진진. 어머니와 일란성 쌍둥이인 이모는 부유하지만 지루한 삶에 지쳐 있고, 가난한 어머니는 처리해야 할 불행들이 많아 지루할 틈이 없다. 안진진은 사뭇 다른 어머니와 이모의 삶을 바라보며 모순투성이인 삶을 어떻게 이해해야 하는지 고민하기 시작하는데….",모순,10%,"11,700원","13,000원",소설,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788998441012.jpg,9788998441012.jpg
https://product.kyobobook.co.kr/detail/S000212414274,쇼펜하우어,"독자들에게 쇼펜하우어의 철학을 쉽게 접근하고 이해할 수 있는 방법을 제공하며, 그의 철학적인 사고를 배경으로 한 다양한 주제들을 현대적으로 다룬 책입니다. 이를 통해 독자들은 자신의 삶과 인생의 의미에 대해 깊이 생각하고, 쇼펜하우어의 철학을 통해 새로운 관점을 얻을 수 있을 것입니다.",쇼펜하우어 인생수업: 한 번뿐인 삶 이렇게 살아라(리커버 에디션),10%,"15,750원","17,500원",인문,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791193282045.jpg,9791193282045.jpg
https://product.kyobobook.co.kr/detail/S000214453032,태수,"《1cm 다이빙》, 《홈 in 홈》으로 많은 사랑을 받았던 에세이스트 태수가 2년 만의 신작 《어른의 행복은 조용하다》로 돌아왔다. 이번 신작에서 저자 태수는 그동안 선보였던 이야기보다 한층 성숙하고 현명하게 삶의 행복에 가까워지는 방법에 대해 이야기한다. 새로운 것, 짜릿한 것, 남들보다 높은 곳에서 행복하고 싶어 발버둥치는 사람들에게 행복은 꼭 그런 데에만 있는 게 아니라 불행해지지 않는 것에서부터 출발한다고 조용히 알려준다. 《어른의 행복은 조용하다》는 요란한 세상에서도 흔들리지 않고 내 삶을 살아가는 튼튼하고 단단한 태도에 대해 말한다. 시끌벅적 기쁜 일을 찾아다니기보다도, 울 일이 없고 별다른 나쁜 일이 없는 하루를 만들어야 한다고 강조한다. 그랬을 때에야 진정한 행복이 우리 곁에 온다는 사실을 다시 한번 일깨워준다. 이 책을 먼저 읽은 독자들의 반응 역시 뜨겁다. “울고 싶어지는 날이면 태수 작가의 글을 찾는다. 충분히 울고 다시 나아가기 위해”, “〈불편한 편의점〉 이후로 오랜만에 끝나지 않길 바라던 책”이라며 극찬하고, SNS에서 선보인 선공개 원고에도 빨리 책으로 출간해달라는 요청이 쇄도했다. 이제 당신 차례다. 《어른의 행복은 조용하다》를 읽고 현명하게 행복해질 수 있다. 혹자는 여전히 의심스러운 목소리로 그토록 조용한 인생에서도 행복을 발견할 수 있냐고 묻지만 저자는 확신에 찬 목소리로 단호하게 답한다. “물론”이라고.",어른의 행복은 조용하다,10%,"16,020원","17,800원",시/에세이,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791169851053.jpg,9791169851053.jpg
https://product.kyobobook.co.kr/detail/S000216465663,스티븐 위트,"엔비디아, 지난 몇 년간 주식 시장을 뜨겁게 달군 주역이자, 이제는 이 기업을 빼고는 AI 기술을 논하기 어려울 정도로 거대한 영향력을 행사하고 있는 기업이다. 하지만 이 기업에 대한 대중의 이해는 어느 정도일까? 사실 우리가 매일 사용하고 있는 챗GPT 같은 기술은 엔비디아의 기술이 없었다면 아직 실현되지 못했을 것이고, 사람들도 여전히 ‘엔비디아가 무슨 회사인가요?’라고 말했을 게 분명하다. 현대 인공지능의 발전 역사는 엔비디아의 기술 혁신과 정비례한다고 해도 과언이 아니다. 엔비디아의 CEO 젠슨 황은 모두가 외면하던 시절부터 일찌감치 AI 시대를 내다보고 한 걸음 앞서 연구개발에 전폭적으로 투자했다. 회사가 망할 위기에 처했을 때도, 절대 그에 대한 신념만큼은 꺾지 않았다. 그리고 덕분에 그들은 이 시장에서 누구도 따라붙을 수 없을 만큼 독보적인 위치를 차지하며, 시장을 독점하고 있다. 어떻게 젠슨 황은 미래를 먼저 내다볼 수 있었을까? 모두가 안 된다고 말하던 병렬 컴퓨팅과 신경망 기술에 투자할 수 있었을까? 《엔비디아 젠슨 황, 생각하는 기계》는 현대 AI 발전의 역사를 써 내려간 엔비디아와 젠슨 황의 모든 인사이트를 담은 책이다. 〈뉴요커〉 기자인 저자는 젠슨 황의 요청으로 이 책을 집필하기 시작했고, 3년간 젠슨 황을 밀착 취재하고, 엔비디아의 핵심 관계자 300여 명을 인터뷰해 엔비디아의 심장인 젠슨 황의 비전, 리더십, 경영 철학은 물론 인간적인 면모까지 속속들이 보여준다. 스마트폰 시대는 스티브 잡스가 열었고, 전기차 시대는 일론 머스크가 열었다면, 오늘의 AI 시대와 향후 우리가 마주할 놀라운 세상은 바로 젠슨 황이 만들어간다는 평가를 받는 젠슨 황의 전 세계 최초 공식 자서전이다.","엔비디아 젠슨 황, 생각하는 기계",10%,"25,200원","28,000원",경제/경영,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788925573762.jpg,9788925573762.jpg
https://product.kyobobook.co.kr/detail/S000216467581,이지연,"지금 우리는 ‘성장’ 중심의 비즈니스 사고에서 ‘확장’ 중심의 전략 설계로 전환해야 하는 시대에 살고 있다. 이 책은 비즈니스의 확장 가능한 영역과 전략을 설계할 수 있는 구체적인 방법을 제시하며, 단순한 동기부여를 넘어 실제 비즈니스에서 즉시 실행 가능한 로드맵과 체크리스트를 제공한다. 혼자 일하던 사람, 반복되는 매출 구조에 지친 CEO, 협업을 통해 새로운 판을 만들고 싶은 전문가들에게 필요한 전략서다.",성장은 착각이다,10%,"17,820원","19,800원",경제/경영,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791190227605.jpg,9791190227605.jpg
https://product.kyobobook.co.kr/detail/S000216375023,최영준,"말을 잘하는 것은 단순한 기술이 아니라, 인생을 바꾸는 강력한 도구다. 하지만 수많은 ‘말하기 책’에서 정작 실생활에서 활용할 수 있는 실질적인 가이드를 찾기란 쉽지 않다. 대개 형식적인 화법 이론을 나열하거나 유명 강연가의 사례를 소개하는 데 그치기 때문이다. 그러나 이 책은 다르다. 직접 ‘말’로 자신의 길을 개척하고, 이를 통해 청년 벤처 사업가로 성공의 길을 열어가는 저자가 쓴 책이기 때문이다. 이 책의 저자 최영준은 친환경 기업 바이웨이스트(Byewaste)를 설립해 폐기물을 업사이클링하는 혁신적인 사업을 전개하고 있다. 또한, 진로 교육 회사의 프리랜서 수석 강사로서 100회 이상의 강연을 진행하며 ‘말하기’를 통해 사람을 설득하고 관계를 구축하는 법을 연구해 왔다. 단순히 말하기 전문가가 아니라, 직접 말로써 기회를 만들어 온 사업가이자 강연자로서, 그는 이 책을 통해 누구나 쉽게 익히고 실천할 수 있는 말하기 기술을 전하는 데 집중한다. 인생의 기회는 말에서 시작된다고 믿기 때문이다. 말을 바꾸면 인생이 바뀐다! 이 책은 ‘듣기, 사고하기, 말하기’라는 소통의 세 가지 핵심 요소를 기반으로 한다. 많은 말하기 책이 화려한 표현법이나 논리적 구성에 집중하는 반면, 이 책은 대화의 본질을 파고든다. 상대방의 마음을 여는 공감과 경청의 기술, 비즈니스와 일상에서 적용할 수 있는 신뢰를 쌓는 대화법, 그리고 논리와 감성을 균형 있게 활용하는 설득의 원리까지 말하기의 모든 핵심을 담고 있다. 저자가 직접 경험한 수많은 사례와 다양한 예시를 바탕으로 한 이 책은, 말하기를 통해 더 많은 기회를 만들고 마침내 인생을 바꾸고 싶은 사람들에게 최고의 실용서가 될 것이다.",인생을 바꾸는 대화의 기술,10%,"16,920원","18,800원",자기계발,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791194156154.jpg,9791194156154.jpg
https://product.kyobobook.co.kr/detail/S000215011725,최태성,"〈2025 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 심화(1,2,3급)〉는 2024년 72회 시험부터 2023년 63회 시험까지 최신 기출문제 10회분, 총 500문항으로 구성되었습니다. '기출 BOOK'은 실제 시험지를 그대로 구현하여 실전과 같은 문제풀이가 가능하며, '해설 BOOK'은 모든 선택지의 자세한 해설뿐만 아니라 기출 선택지와 핵심 내용도 수록하여 중요 개념을 반복적으로 학습할 수 있어 한 권으로 기출문제 풀이뿐만 아니라 개념까지 다질 수 있습니다. ▣ 제시된 이미지는 책의 뒷표지입니다. 〈2025 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 심화(1,2,3급)〉의 앞표지는 사랑의 열매 기부에 함께 해주신 최태성 1, 2TV 별님들로 구성하였습니다.","2025 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 심화(1,2,3급)",10%,"17,550원","19,500원",인문,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791138928144.jpg,9791138928144.jpg
https://product.kyobobook.co.kr/detail/S000213310247,코이케 류노스케,"인내심을 가져라. 모든 것은 적당한 때에 결국, 네게 올 테니. 언젠가 너는 네가 있어야 할 곳에서 너와 함께할 운명인 사람과 네가 해야 할 일을 하며 살게 될 것이다. 「부처」 2500년 동안 사람들에게 사랑받으며 회자되어 온 부처의 말을 코이케 류노스케 스님이 현대어로 재해석해 책으로 출간했다. 간결하게 축약된 핵심만을 담은 부처의 메시지는, 마음이 약해지고 어려움에 처한 사람들에게 힘과 용기를 불어넣어 준다. 부처의 말이 간결하듯 이 책의 기획 의도 역시 매우 단순하다. 저자는 서문에 독자들이 이 책을 손에 들고 어디를 펼치더라도 그곳에 적힌 부처의 말이 스르륵 마음을 물들이고, 어느 순간 그 속에서 기분 좋은 바람이 일어나 더 좋은 방향으로 이끌어 주길 바란다고 썼다. 독일의 철학자인 쇼펜하우어는 동양의 철학에 깊이 매혹되었던 철학자이다. 그는 젊은 시절부터 동양 철학을 읽는 것에 집중했고 부처의 말들에서 인생의 해답을 찾을 수 있다고 말했다. 세계적인 배우 키아누 리브스 역시, 부처의 가르침을 되새기며 생활하는 것으로 유명하다. 부처의 말은 그가 커다란 시련에 직면할 때마다 큰 힘이 됐다. 12개의 주제로 묶인 190가지 부처의 말을 담은 이 책은 복잡한 세상살이에 지친 현대인을 위로하는 동시에 꼭 필요한 삶의 지혜를 전해 준다.",2500년 동안 사랑받은 초역 부처의 말,10%,"16,020원","17,800원",인문,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791193506516.jpg,9791193506516.jpg
https://product.kyobobook.co.kr/detail/S000215838626,이선 몰릭,"⟪듀얼 브레인⟫은 AI 시대를 살아가기 위해 꼭 읽어야 할 필독서다. 저자 이선 몰릭은 ⟨타임⟩에서 선정한 ‘인공지능 분야에서 가장 영향력 있는 인물’ 중 한 명이다. 여러 AI 기업에 자문을 제공하고, 와튼 스쿨에서 교육에 AI 활용을 접목하는 등 다양한 영역에서 영향력을 발휘하고 있다. 그런 저자가 생성형 AI를 둘러싼 모든 것에 관한 최고의 책을 집필했다. 이 책은 AI를 둘러싼 장밋빛 미래와 종말론의 소음을 뚫고, AI라는 동료와 함께 새로운 세상에 적응하는 방법이 무엇인지 알려 주는 실용적인 관점에서 접근한다. 챗GPT를 비롯한 LLM의 특징과 한계에 관해 명확히 알려 주고, AI를 실용적으로 활용하기 위한 원칙과 방법을 설명한다. 그리고 AI가 우리의 미래를 어떻게 바꿀 수 있을지, 그 가능성을 전문적인 시각에서 분석한다. “2025년은 AI에 결정적 한 해가 될 것이다.” 메타 CEO 마크 저커버그의 말대로 전 세계가 AI 전쟁에 돌입했다. 눈앞에 무한한 가능성과 기회의 시대가 열린 셈이다. AI를 제대로 활용할 줄 안다면 새로운 세상에서 누구보다 우위에 설 수 있을 것이다. 이 책에 주목한다면, 그 기회는 당신의 몫이 될 것이다.",듀얼 브레인,10%,"18,900원","21,000원",자기계발,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791194368175.jpg,9791194368175.jpg
https://product.kyobobook.co.kr/detail/S000215877577,프리드리히 니체,"『위버멘쉬』는 니체가 주장한 ‘초인(Übermensch)’의 철학을 현대적으로 풀어낸 책이다. 위버멘쉬란 기존의 도덕과 사회적 관습을 그대로 따르는 대신, 자신의 의지로 새로운 가치를 창조하며 스스로의 삶을 개척하는 존재를 의미한다. 그는 외부의 기준에 흔들리지 않고, 모든 고통과 시련을 넘어 더 높은 곳을 향해 나아간다. 이 책은 니체의 대표작인 『인간적인, 너무나 인간적인(Human, All Too Human)』을 기반으로, 현대를 살아가는 우리가 직면한 고민과 삶의 문제에 대한 통찰을 담았다. 단순한 철학적 개념이 아니라, 우리가 현실 속에서 어떻게 자기 자신을 극복하고 성장할 수 있는지를 조명한다.니체의 날카로운 사상을 현대적 언어로 재구성하여 누구나 직관적으로 이해하고 실천할 수 있도록 구성했다. 자기 극복, 인간관계, 감정 조절, 삶을 대하는 태도 등 현실적인 주제들을 깊이 있게 다루며, 독자들에게 스스로 질문하고 답을 찾아가는 과정의 중요성을 일깨운다.""나를 죽이지 못하는 고통은 나를 더 강하게 만든다.""이 문장을 가슴에 새기고, 세상이 아닌 나 자신을 위한 삶을 선택할 준비가 되었는가?『위버멘쉬』를 통해 자신을 뛰어넘는 길을 찾기를 희망한다.",위버멘쉬,10%,"16,020원","17,800원",인문,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791192372730.jpg,9791192372730.jpg
https://product.kyobobook.co.kr/detail/S000216249272,롭 다이얼,"현재 미국에서 가장 떠오르는 자기계발 멘토이자 동기부여 전문가인 롭 다이얼이 행동하기를 주저하는 이들의 문제점을 분석하고, 이를 타개할 실천적 방법을 제시하기 위해 ≪행동은 불안을 이긴다≫를 펴냈다. 출간 즉시 아마존 4개 분야의 1위를 달성하며 베스트셀러가 된 이 책은 토니 로빈스, 앤드류 후버만, 주언규PD, 드로우앤드류, 기록친구 리니 등 국내외 자기계발 리더들의 극찬을 받았으며, 의지박약과 만성적 미루기에서 벗어나는 하나의 해답, ‘아주 작은 행동 설계법’을 소개한다. 이 책은 아주 작은 행동 설계에 필요한 딱 두 가지의 핵심을 전한다. 존재하지 않는 공포와 불안에 속아 현실에 안주하는 마음을 버릴 것. 그리고 몸이 먼저 움직이는 행동 자동화 패턴을 익힐 것. 책에서 제시하는 방법들을 하나씩 완수하고, 몸으로 익힐 때 비로소 의지박약과 만성적 미루기에서 벗어나 행동하는 인생으로 나아갈 수 있을 것이다. 말만으로는 인생을 바꿀 수 없다. 귀찮음을 이기고 침대 밖으로 한 발을 내딛는 순간 하루가 저절로 시작되듯, 노트북의 전원 버튼을 켜는 순간 오늘의 할 일을 시작하듯, 책의 첫 번째 페이지를 넘기는 순간 독서를 시작하듯, 몸이 먼저 반응하는 1%의 행동 변화가 지금과는 다른 인생을 만들어낼 것이다. 저자가 몸소 증명해낸 ‘행동 자동화 패턴’을 통해 당신의 숨은 잠재력을 폭발시키고, 원하는 목표를 이루는 순간을 맞이하길 바란다.",행동은 불안을 이긴다,10%,"18,000원","20,000원",자기계발,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791193904152.jpg,9791193904152.jpg
https://product.kyobobook.co.kr/detail/S000000610612,한강,"2014년 만해문학상, 2017년 이탈리아 말라파르테 문학상을 수상하고 전세계 20여개국에 번역 출간되며 세계를 사로잡은 우리 시대의 소설 『소년이 온다』. 이 작품은 『채식주의자』로 인터내셔널 부커상을 수상한 한강 작가에게 “눈을 뗄 수 없는, 보편적이며 깊은 울림”(뉴욕타임즈), “역사와 인간의 본질을 다룬 충격적이고 도발적인 소설”(가디언), “한강을 뛰어넘은 한강의 소설”(문학평론가 신형철)이라는 찬사를 선사한 작품으로, 그간 많은 독자들에게 광주의 상처를 깨우치고 함께 아파하는 문학적인 헌사로 높은 관심과 찬사를 받아왔다. 『소년이 온다』는 ‘상처의 구조에 대한 투시와 천착의 서사’를 통해 한강만이 풀어낼 수 있는 방식으로 1980년 5월을 새롭게 조명하며, 무고한 영혼들의 말을 대신 전하는 듯한 진심 어린 문장들로 5·18 이후를 살고 있는 우리에게 묵직한 질문을 던진다. 이 작품은 가장 한국적인 서사로 세계를 사로잡은 한강 문학의 지향점을 보여준다. 인간의 잔혹함과 위대함을 동시에 증언하는 이 충일한 서사는 이렇듯 시공간의 한계를 넘어 인간 역사의 보편성을 보여주며 훼손되지 말아야 할 인간성을 절박하게 복원한다.",소년이 온다,10%,"13,500원","15,000원",소설,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9788936434120.jpg,9788936434120.jpg
https://product.kyobobook.co.kr/detail/S000001808685,구병모,"한국 소설에 가장 강렬하게 새겨질 새로운 여성 서사를 탄생시킨 구병모 작가의 《파과》가 새 옷을 갈아입었다. 40여 년간 날카롭고 냉혹하게 청부 살인을 업으로 삼아온 60대 여성 킬러 ‘조각(爪角)’. 몸도 기억도 예전 같지 않게 삐걱거리기 시작하면서 이제는 퇴물 취급을 받는다. 노화와 쇠잔의 과정을 겪으며 조각은 새삼스레 ‘타인’의 눈 속에 둥지를 튼 공허를 발견하게 된다. 소멸의 한 지점을 향해 부지런히 허물어지고 있는 모든 것, 깨지고 상하고 뒤틀린 살아 있는 모든 것에 대해 연민을 느끼며, 조각의 마음속에 어느새 지키고 싶은 것들이 하나둘 생겨나기 시작한다. 《파과》는 짧은 시간 빛나다 사라질 살아 있는 모든 것들에 대한 뜨거운 찬사다.",파과,10%,"14,220원","15,800원",소설,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791162203620.jpg,9791162203620.jpg
https://product.kyobobook.co.kr/detail/S000216464186,유즈키 아사코,"살다 보면 억울한 순간이 있다. 다 알고도 넘어가야 했던 말, 애써 무시한 시선, 괜찮은 척했던 밤들…. 하지만 이 책을 다 읽고 나면, 이런 생각이 슬며시 고개를 든다. “이젠 참지 말까?” 올요미모노 신인상과 야마모토 슈고로상을 연달아 수상하고 새로운 작품이 나올 때마다 서점 대상과 나오키상 후보에 오르며 일본에서 가장 주목받는 여성 작가로 자리 잡은 유즈키 아사코. 그녀는 특히 여성들이 처한 사회 상황에 대한 날카로운 문제의식과 섬세한 심리 묘사가 주특기다. 유즈키 아사코의 신작 《미안한데, 널 위한 게 아니야》에서도 그녀의 장점은 빛을 발하며 많은 독자에게 공감과 지지를 끌어냈다. 이 책은 디지털 시대가 가져온 소통의 단절 속에서 ‘나답게 살아가는 법’을 깨닫게 된 사람들의 이야기 여섯 편을 모은 단편집이다. ‘진상’ 라멘 평론가를 상대로 한 SNS 복수극, 시골 소녀가 꿈꾸는 베이커리, 코로나 팬데믹 속에서 혼자 버텨야 했던 임산부, 공동 주택에서 아이를 키우는 여섯 여자의 반격 작전까지, 모두가 가슴속에 꾹꾹 눌러 참았던 말에서부터 시작된다. 그리고 놀랍게도, 그 복수는 통쾌하기보단 따뜻하고, 격렬하기보단 담담하며, 무겁기보단 감동적이고, 묘하게도 경쾌하다. 작가는 ‘복수’를 이야기하면서도 그것을 ‘스스로 존엄을 되찾는 과정’으로 그려낸다. 이런 이야기를 그녀가 누구보다 섬세하게 포착할 수 있었던 건, 사회 초년생 때 다양한 아르바이트와 계약직 생활로 버티며 현장에서 부딪히고 흔들리는 보통 사람들의 고충을 누구보다 가까이에서 지켜보았기 때문이다. 그리고 오랜 시간 여성들의 우정과 연대, 사회적 편견을 주제로 꾸준히 글을 써온 경험이 단단하면서도 따뜻한 시선을 만들어낸 덕분이다. 이 책에는 히어로가 등장하지 않는다. 거창한 동기도, 드라마틱한 구출도 없다. 그저 나를 나답게 지키기 위해 애쓰는 평범한 사람들의 작고 단단한 선택이 이어진다. 그래서 더 현실적이고, 더 조용히 마음을 흔든다. 제171회 나오키상 후보작에 오른 이 책은 우리 모두에게 다시 한번 묻는다. “내가 진짜 지키고 싶은 건 무엇일까?”","미안한데, 널 위한 게 아니야",10%,"16,020원","17,800원",소설,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791194655053.jpg,9791194655053.jpg
https://product.kyobobook.co.kr/detail/S000216513215,장성락(REDICE STUDIO),"최약체에서 최강 헌터로, 세상의 중심에 서다! 카카오페이지에서 연일 화제를 모으며, 폭발적 인기 속에 연재를 마친 장성락(REDICE STUDIO) 만화, 추공 원작, 현군 각색 『만화 나 혼자만 레벨업』 단행본 13권이 출간된다. 대망의 본편 완결이라는 점에서 더욱 뜻깊다. 『만화 나 혼자만 레벨업』은 글로벌 플랫폼 웹툰 연재로 세계 각국에 팬덤이 형성될 만큼 완성도와 재미, 콘텐츠로서의 저력을 입증한 작품이다. 또한 압도적인 인기에 힘입어 국내 단행본 출간 이전 독일, 프랑스 등지에 선수출되었으며, 뒤를 이어 세계 각국에서 수출 릴레이를 이어가는 중이다. 단행본은 본문 전면 재연출을 거쳐 넉넉한 판형으로 출간되어, 모바일 감상과는 또 다른 ‘나혼렙’ 액션신의 쾌감을 100% 만끽할 수 있다. 한 화 읽고 나면 정신을 차릴 수 없이 빠져드는 레이드 액션의 진수! 돈 없고, 빽 없고, 능력 없는 사상 최약체 E급 헌터, 성진우의 화려한 부활, 그리고 레벨업이 시작된다!",나 혼자만 레벨업 14,10%,"14,400원","16,000원",만화,https://contents.kyobobook.co.kr/sih/fit-in/458x0/pdt/9791173820113.jpg,9791173820113.jpg
